"Step","test-model_082337 - Train RMSE (meters)","test-model_082337 - Train RMSE (meters)__MIN","test-model_082337 - Train RMSE (meters)__MAX","test-model_080952 - Train RMSE (meters)","test-model_080952 - Train RMSE (meters)__MIN","test-model_080952 - Train RMSE (meters)__MAX","test-model_060949 - Train RMSE (meters)","test-model_060949 - Train RMSE (meters)__MIN","test-model_060949 - Train RMSE (meters)__MAX","test-model_051324 - Train RMSE (meters)","test-model_051324 - Train RMSE (meters)__MIN","test-model_051324 - Train RMSE (meters)__MAX"
"4183","4029.652877960629","4029.652877960629","4029.652877960629","2664.6444965845926","2664.6444965845926","2664.6444965845926","3413.4928142896074","3413.4928142896074","3413.4928142896074","3587.70193269343","3587.70193269343","3587.70193269343"
"4185","3653.260998115647","3653.260998115647","3653.260998115647","2991.6812528229852","2991.6812528229852","2991.6812528229852","2688.6567576054194","2688.6567576054194","2688.6567576054194","1717.5031604418486","1717.5031604418486","1717.5031604418486"
"4187","1591.0246210291155","1591.0246210291155","1591.0246210291155","3010.9786424265785","3010.9786424265785","3010.9786424265785","1462.7532028618905","1462.7532028618905","1462.7532028618905","2434.945598984503","2434.945598984503","2434.945598984503"
"4189","1978.0771912617365","1978.0771912617365","1978.0771912617365","1360.1087831412663","1360.1087831412663","1360.1087831412663","3380.200353220183","3380.200353220183","3380.200353220183","2390.1337573897163","2390.1337573897163","2390.1337573897163"
"4191","3203.5141220061337","3203.5141220061337","3203.5141220061337","","","","","","","","",""
"4193","4147.383374557105","4147.383374557105","4147.383374557105","1956.18304223347","1956.18304223347","1956.18304223347","2775.370233341394","2775.370233341394","2775.370233341394","3251.9282663672507","3251.9282663672507","3251.9282663672507"
"4195","2976.8525780733","2976.8525780733","2976.8525780733","2362.151072736392","2362.151072736392","2362.151072736392","2702.9276814409554","2702.9276814409554","2702.9276814409554","1816.6535732106581","1816.6535732106581","1816.6535732106581"
"4197","3996.9364072065655","3996.9364072065655","3996.9364072065655","2368.5011476329128","2368.5011476329128","2368.5011476329128","1250.5830954490061","1250.5830954490061","1250.5830954490061","3026.579729699763","3026.579729699763","3026.579729699763"
"4199","3392.882795165183","3392.882795165183","3392.882795165183","","","","","","","","",""
"4201","3970.6078333568394","3970.6078333568394","3970.6078333568394","2963.102892600294","2963.102892600294","2963.102892600294","2589.4410868946247","2589.4410868946247","2589.4410868946247","2197.0269815338233","2197.0269815338233","2197.0269815338233"
"4203","3031.2539965809697","3031.2539965809697","3031.2539965809697","2513.7321506437506","2513.7321506437506","2513.7321506437506","2207.1080489848528","2207.1080489848528","2207.1080489848528","1739.5745513222264","1739.5745513222264","1739.5745513222264"
"4205","5187.726326107187","5187.726326107187","5187.726326107187","2433.6991539871574","2433.6991539871574","2433.6991539871574","1325.1486554291957","1325.1486554291957","1325.1486554291957","2254.0085701551043","2254.0085701551043","2254.0085701551043"
"4207","5658.25829233777","5658.25829233777","5658.25829233777","","","","","","","","",""
"4209","2629.925772467971","2629.925772467971","2629.925772467971","1816.1814560791108","1816.1814560791108","1816.1814560791108","1279.7474249757802","1279.7474249757802","1279.7474249757802","3131.4429383598126","3131.4429383598126","3131.4429383598126"
"4211","2688.858625850429","2688.858625850429","2688.858625850429","1796.1882232470234","1796.1882232470234","1796.1882232470234","3455.05663410617","3455.05663410617","3455.05663410617","1220.0974296874085","1220.0974296874085","1220.0974296874085"
"4213","3852.8788408293008","3852.8788408293008","3852.8788408293008","2250.020368139476","2250.020368139476","2250.020368139476","1634.2599900335538","1634.2599900335538","1634.2599900335538","1709.0447551415016","1709.0447551415016","1709.0447551415016"
"4215","3362.1694342061114","3362.1694342061114","3362.1694342061114","","","","","","","","",""
"4217","2770.3324249979673","2770.3324249979673","2770.3324249979673","1602.5236199917533","1602.5236199917533","1602.5236199917533","1483.50106412321","1483.50106412321","1483.50106412321","3055.948538627157","3055.948538627157","3055.948538627157"
"4219","2121.6679809157454","2121.6679809157454","2121.6679809157454","2704.5886426607226","2704.5886426607226","2704.5886426607226","2487.5249147365516","2487.5249147365516","2487.5249147365516","1845.8875937340615","1845.8875937340615","1845.8875937340615"
"4221","3140.1934825456883","3140.1934825456883","3140.1934825456883","2520.3586668739554","2520.3586668739554","2520.3586668739554","2958.492326269727","2958.492326269727","2958.492326269727","1625.0032942995276","1625.0032942995276","1625.0032942995276"
"4223","3205.8659898000146","3205.8659898000146","3205.8659898000146","","","","","","","","",""
"4225","3762.437539833705","3762.437539833705","3762.437539833705","2463.164154763682","2463.164154763682","2463.164154763682","3549.965457345243","3549.965457345243","3549.965457345243","1759.3426931813021","1759.3426931813021","1759.3426931813021"
"4227","1816.0604332318958","1816.0604332318958","1816.0604332318958","2236.9866879876686","2236.9866879876686","2236.9866879876686","2664.6818240984226","2664.6818240984226","2664.6818240984226","2600.428313958782","2600.428313958782","2600.428313958782"
"4229","3441.2876849149716","3441.2876849149716","3441.2876849149716","1926.5623075635185","1926.5623075635185","1926.5623075635185","2925.034961328479","2925.034961328479","2925.034961328479","2372.260728765366","2372.260728765366","2372.260728765366"
"4231","2065.2134198171325","2065.2134198171325","2065.2134198171325","3098.6124802050686","3098.6124802050686","3098.6124802050686","2535.5452604968937","2535.5452604968937","2535.5452604968937","3558.891870131547","3558.891870131547","3558.891870131547"
"4233","3889.2770140214166","3889.2770140214166","3889.2770140214166","2171.6640527771215","2171.6640527771215","2171.6640527771215","2282.171990619912","2282.171990619912","2282.171990619912","2510.7388520487557","2510.7388520487557","2510.7388520487557"
"4235","3008.2100444496664","3008.2100444496664","3008.2100444496664","","","","","","","","",""
"4237","3740.3650485087624","3740.3650485087624","3740.3650485087624","","","","","","","","",""
"4239","2786.210426402078","2786.210426402078","2786.210426402078","2392.69528783304","2392.69528783304","2392.69528783304","2014.1250144898363","2014.1250144898363","2014.1250144898363","2182.774975426142","2182.774975426142","2182.774975426142"
"4241","2196.6669750617402","2196.6669750617402","2196.6669750617402","3242.5905459724095","3242.5905459724095","3242.5905459724095","2270.2790011712864","2270.2790011712864","2270.2790011712864","2123.0927105318833","2123.0927105318833","2123.0927105318833"
"4243","3376.3240583503743","3376.3240583503743","3376.3240583503743","2810.4729765295424","2810.4729765295424","2810.4729765295424","1663.7812475262253","1663.7812475262253","1663.7812475262253","2232.204783806769","2232.204783806769","2232.204783806769"
"4245","2873.27949209801","2873.27949209801","2873.27949209801","1756.6659685053726","1756.6659685053726","1756.6659685053726","2003.5005497118902","2003.5005497118902","2003.5005497118902","1529.1189355724507","1529.1189355724507","1529.1189355724507"
"4247","4271.737871292246","4271.737871292246","4271.737871292246","3408.649710441316","3408.649710441316","3408.649710441316","2506.744555482157","2506.744555482157","2506.744555482157","2039.016036165608","2039.016036165608","2039.016036165608"
"4249","3902.1222239747576","3902.1222239747576","3902.1222239747576","1590.5830225061425","1590.5830225061425","1590.5830225061425","1998.2661278910339","1998.2661278910339","1998.2661278910339","2800.2759405814004","2800.2759405814004","2800.2759405814004"
"4251","2962.951518711091","2962.951518711091","2962.951518711091","2940.2573964837047","2940.2573964837047","2940.2573964837047","3240.6734470288525","3240.6734470288525","3240.6734470288525","1490.8377599526084","1490.8377599526084","1490.8377599526084"
"4253","2692.684052958612","2692.684052958612","2692.684052958612","2757.239927986503","2757.239927986503","2757.239927986503","2892.18138988309","2892.18138988309","2892.18138988309","2508.440669879785","2508.440669879785","2508.440669879785"
"4255","2546.2249090000614","2546.2249090000614","2546.2249090000614","837.8425586580705","837.8425586580705","837.8425586580705","3529.8308415582346","3529.8308415582346","3529.8308415582346","1926.1337638555092","1926.1337638555092","1926.1337638555092"
"4257","2868.295200923052","2868.295200923052","2868.295200923052","2693.5321345812063","2693.5321345812063","2693.5321345812063","1951.2620624399106","1951.2620624399106","1951.2620624399106","3600.6181848425417","3600.6181848425417","3600.6181848425417"
"4259","3651.2107927854727","3651.2107927854727","3651.2107927854727","2403.000609994502","2403.000609994502","2403.000609994502","2749.2210086814316","2749.2210086814316","2749.2210086814316","1727.7974722007425","1727.7974722007425","1727.7974722007425"
"4261","2975.637076789436","2975.637076789436","2975.637076789436","835.6454619874683","835.6454619874683","835.6454619874683","2470.1132088945337","2470.1132088945337","2470.1132088945337","1772.5971264181997","1772.5971264181997","1772.5971264181997"
"4263","3643.8127322546698","3643.8127322546698","3643.8127322546698","","","","","","","","",""
"4265","3898.3130884290417","3898.3130884290417","3898.3130884290417","","","","","","","","",""
"4267","3649.3186866765177","3649.3186866765177","3649.3186866765177","","","","","","","","",""
"4269","3799.6141262893407","3799.6141262893407","3799.6141262893407","2653.608551487255","2653.608551487255","2653.608551487255","3255.212198890934","3255.212198890934","3255.212198890934","2675.3139783964116","2675.3139783964116","2675.3139783964116"
"4271","3797.4932367416536","3797.4932367416536","3797.4932367416536","3096.7965586685295","3096.7965586685295","3096.7965586685295","2477.949319748025","2477.949319748025","2477.949319748025","1642.091867364549","1642.091867364549","1642.091867364549"
"4273","3581.026192107789","3581.026192107789","3581.026192107789","","","","","","","","",""
"4275","3134.7299734209537","3134.7299734209537","3134.7299734209537","3063.2406039899047","3063.2406039899047","3063.2406039899047","2985.761115844561","2985.761115844561","2985.761115844561","1612.719946191845","1612.719946191845","1612.719946191845"
"4277","2643.1036043958634","2643.1036043958634","2643.1036043958634","1752.12778009729","1752.12778009729","1752.12778009729","2169.8412669924337","2169.8412669924337","2169.8412669924337","2463.00323011099","2463.00323011099","2463.00323011099"
"4279","2563.180815575706","2563.180815575706","2563.180815575706","2679.1339947669603","2679.1339947669603","2679.1339947669603","2388.228686462115","2388.228686462115","2388.228686462115","1918.27466277057","1918.27466277057","1918.27466277057"
"4281","3907.0946733849123","3907.0946733849123","3907.0946733849123","1940.0428382516502","1940.0428382516502","1940.0428382516502","2618.8591699901535","2618.8591699901535","2618.8591699901535","1425.662297028959","1425.662297028959","1425.662297028959"
"4283","2947.185270049532","2947.185270049532","2947.185270049532","2515.5643906015066","2515.5643906015066","2515.5643906015066","1604.5370623860056","1604.5370623860056","1604.5370623860056","2936.3130037995","2936.3130037995","2936.3130037995"
"4285","2796.485660668312","2796.485660668312","2796.485660668312","2465.6201271908258","2465.6201271908258","2465.6201271908258","2146.577463396371","2146.577463396371","2146.577463396371","3143.0405584140385","3143.0405584140385","3143.0405584140385"
"4287","3280.881225207965","3280.881225207965","3280.881225207965","","","","","","","","",""
"4289","3810.659777417061","3810.659777417061","3810.659777417061","1637.232997835131","1637.232997835131","1637.232997835131","2722.2372140331017","2722.2372140331017","2722.2372140331017","1525.7128205509682","1525.7128205509682","1525.7128205509682"
"4291","2838.4383500688086","2838.4383500688086","2838.4383500688086","2685.1202886069577","2685.1202886069577","2685.1202886069577","2180.4658156470546","2180.4658156470546","2180.4658156470546","2802.523561849921","2802.523561849921","2802.523561849921"
"4293","2960.473872300268","2960.473872300268","2960.473872300268","1406.1063454686248","1406.1063454686248","1406.1063454686248","2497.294049315301","2497.294049315301","2497.294049315301","2774.3556960779865","2774.3556960779865","2774.3556960779865"
"4295","3204.2844348681333","3204.2844348681333","3204.2844348681333","2948.412500789977","2948.412500789977","2948.412500789977","1244.4293796444306","1244.4293796444306","1244.4293796444306","2097.178804416219","2097.178804416219","2097.178804416219"
"4297","3979.1152869231137","3979.1152869231137","3979.1152869231137","3112.4409794477842","3112.4409794477842","3112.4409794477842","2372.998052652109","2372.998052652109","2372.998052652109","1922.7087569400765","1922.7087569400765","1922.7087569400765"
"4299","3406.3144905214845","3406.3144905214845","3406.3144905214845","2728.9096162798737","2728.9096162798737","2728.9096162798737","1939.6333101746898","1939.6333101746898","1939.6333101746898","1576.3993743117371","1576.3993743117371","1576.3993743117371"
